'ge'li'qu'she'zhi 隔离区设置
'yi'lin'lv'meng'xin 乙磷铝锰锌
'nong'yao'can'liu 农药残留
'yuan'zhong 原种
'fu'he'wei'sheng'wu 复合微生物
'zhong'hua'ke'wei 中化克苇
'xin'ya 新芽
'sa'bo'ji 撒播机
'zhong'geng'zuo'wu 中耕作物
'tu'bian'ti'zhong'zhi'ku 突变体种质库
'an'gan'mei'su 氨苷霉素
'mie'shuang'ling 灭霜灵
'chong'die 重叠
'jiu'huo'dian 旧货店
'zeng'xiao'ji 增效剂
'jiao'zhang'xin 脚掌心
'dou'cao'te'hao 豆草特号
'gan'lan'xing'you'cai 甘蓝型油菜
'cui'ju 翠菊
'chong'fu 重复
'chang'qing'hao 长青号
'lv'ju'zhi 氯菊酯
'kang'jun'mei'su 抗菌霉素
'yu'ye'niao'luo 羽叶茑萝
'gua'ku'ning 瓜枯宁
'fan'zhi'qu 繁殖区
'shan'yu 山鹬
'you'xiao'sui 有效穗
'chun'cai 莼菜
'ci'xi 刺吸
'li'he'mu'mian 离核木棉
'nong'ye'xin'xi'zhong'xin 农业信息中心
'zhuang'ji 壮鸡
'lan'wei'mi'ying'ye'jia 蓝尾迷萤叶甲
'bo'fu 播幅
'ding'liu'ke'bai'wei 丁硫克百威
'bao'shui 保水
'jing'shi'jiao'dai 警示胶带
'lun'hui'qin'ben 轮回亲本
'zhong'guo'nong'ke'yuan 中国农科院
'hei'mai 黑麦
'wan'zhu 万株
'zuo'jun'zhi 唑菌酯
'shang'qing 墒情
'di'jie'suan 低芥酸
'nong'ye'qi'hou'xiang'si'yuan'li 农业气候相似原理
'pao'yang 抛秧
'duan'ri'zhao 短日照
'nai'zi 耐渍
'zhong'sheng'jun'su 中生菌素
'cou'xiang 凑响
'you'hai'sheng'wu 有害生物
'an'sha'dan 安杀丹
'xiong'wen'du'e 凶纹毒蛾
'gai'liang'xi'pu'fa 改良系谱法
'xiao'yan'niu 小阉牛
'nen'jia 嫩荚
'cha'mu'li'jie 茶牡蛎蚧
'hou'zuo'wu 后作物
'geng'cao'li 庚草利
'tang'jia'cun 唐家村
'wo'dui 渥堆
'bu'bo 补播
'tong'zhi'xing 同质性
'huan'bing'jin 环丙津
'you'ji'suan 有机酸
'miao'shi 苗势
'sen'lin'xu'ji'liang 森林蓄积量
'mian'gui 缅桂
'zhong'zi'jian'yi 种子检疫
'wu'xing'fan'zhi'xi 无性繁殖系
'meng'sha'wei 猛杀威
'hong'luo'you 红螺疣
'suan'mo'ye'liao 酸模叶蓼
'shi'long 施隆
'wen'chuang 温床
'nong'te'chan'pin 农特产品
'xin'tu 心土
'bao'ye 保叶
'fen'nie'fei 分蘖肥
'fa'gui'gu 法规股
'zao'qing'can'dou 早青蚕豆
'san'se'jin 三色堇
'quan'tian 全田
'fa'sheng'qi 发生期
'sa'zi 撒籽
'jie'mo 揭膜
'jie'qiu'qi 结球期
'xiong'guan 雄冠
'chun'lei'yang'lv'tong 春雷氧氯铜
'sai'cao'an 噻草胺
'sang'ming 桑螟
'wan'shu 完熟
'ji'liang'lv 剂量率
'ke'li'sha'chong'ji 颗粒杀虫剂
'mai'shuang'wei'ya 麦双尾蚜
'ban'zhi'lian 半支莲
'bao'man'du 饱满度
'hun'mie'wei 混灭威
'fa'guo'bai'lan'di 法国白兰地
'luan'fu'gao'feng 卵孵高峰
'gu'ku'bing 谷枯病
'he'yi'zhi 核移植
'shou'gu 收菇
'hu'wei'cao 虎尾草
'kang'gao'wen 抗高温
'shan'jing'zi 山荆子
'bo'zhong'ji 播种机
'qu'qing'cong'suan'tong 去氢枞酸铜
'yu'cheng 誉称
'wei'tian 围田
'qiu'mo'dong'chu 秋末冬初
'tiao'mang'chun 跳盲蝽
'mo'di 耱地
'xuan'dan'bi 悬胆鼻
'xin'xing'nong'min 新型农民
'zhuang'miao'fei 壮苗肥
'jian'zhong 间种
'sui'li'wen 穗粒瘟
'guan'qu'gai'zao 灌区改造
'ping'fang'fan'bi'ding'lv 平方反比定率
'su'pan 塑盘
'ji'zhu'zhi'tu 机助制图
'duo'xi'za'jiao 多系杂交
'fei'lun'hui'qin'ben 非轮回亲本
'cheng'sui'lv 成穗率
'cao'ke'xing 草克星
'gen'liu 根瘤
'ni'tan'tu 泥炭土
'za'jiao'zu'he 杂交组合
'dao'jin'chi'ye'e 稻金翅夜蛾
'nong'ye'qi'xiang'nian'bao 农业气象年报
'cao'hai 草害
'di'xing'yu 地形雨
'cha'ye'ying'man 茶叶瘿螨
'jian'hei'fen'bing 坚黑粉病
'hu'feng 胡蜂
'ji'xing'bao'lu 急性暴露
'nong'xiang 浓香
'qin'ran 侵染
'huang'cao'wu 黄草乌
'rui'du'mei'tong 瑞毒霉铜
'yu'liang 雨量
'gong'ye'yuan'liao'zuo'wu 工业原料作物
'mie'sao'li 灭扫利
'yun'ban'tian'niu 云斑天牛
'sha'tu 砂土
'huang'gua'hua'ye'bing 黄瓜花叶病
'jue'xue'ji 掘穴机
'yi'chuan'xing'tiao'wen 遗传性条纹
'gu'dan'jun 固氮菌
'luan'xing'ping 卵形瓶
'fu'zhao'lv 辐照率
'dao'bai'fen'shi 稻白粉虱
'bian'yi'zhong'xin 变异中心
'bai'ban'bing 白斑病
'mi'kang 米糠
'xiang'cun'ren'kou 乡村人口
'yin'hui'mo 银灰膜
'sai'jun'tong 噻菌铜
'wu'ran'jian'ce 污染监测
'zheng'zhi'bao'zhi 政治报纸
'feng'shu 枫树
'yun'za 云杂
'gan'shao'xin 干烧心
'er'shu'zhi 二熟制
'chu'xian'wei 除线威
'xiao'mai'xi'jiang'chong 小麦吸浆虫
'shu'mi 黍米
'wu'duo'lin 五多邻
'sha'da'wang 沙打旺
'shui'hua'sheng 水花生
'zuo'wu'qi'hou'sheng'tai'xing 作物气候生态型
'ruan'mi'xing 软米型
'pu'cai 蒲菜
'fu'fei 复肥
'sha'chong'long 杀虫隆
'bai'hua'hua'qiu 百华花楸
'mei'neng'ling 霉能灵
'nong'cun'ren'kou 农村人口
'su'mi'liu'lin 苏米硫磷
'hei'yi'zu 黑彝族
'dou'cao'ling 豆草灵
'su'guan 速灌
'xian'shui'li'ju 县水利局
'qi'hua'xuan'ze 歧化选择
'wei'liang'yuan'su 微量元素
'fu'zhong 复种
'san'jiao'ye'yang 三角叶杨
'du'chong'wei 毒虫威
'mei'guo'qing'an'gong'si 美国氰胺公司
'sang'hua'ye'bing 桑花叶病
'tu'za'fei 土杂肥
'xian'gong'xiao'she 县供销社
'yuan'yi 园艺
'wen'shi'du 温湿度
'yuan'pan'li 圆盘犁
'fa'ya'shi 发芽势
'jin'chu 浸出
'zuo'zhong 作种
'hong'ban'bing 红斑病
'ru'xian 乳线
'kai'wei'shi'pin 开胃食品
'sang'niu'jie 桑纽蚧
'ri'ben'zhu'jia 日本蛛甲
'qu'shi'xi'xing 取食习性
'chan'ye'ban 产业办
'tuo'er'ke 托尔克
'qin'chong'niao 嗪虫脲
'wan'cong 万丛
'tu'chuan 土传
'liu'suan'xin 硫酸锌
'zhong'ding'wei 仲丁威
'zheng'tai'fen'bu 正态分布
'sai'le'shou 赛乐收
'li'shang 理墒
'luo'xia'hui 落下灰
'wen'shi'zai'pei 温室栽培
'da'suo'e 大蓑娥
'nuan'peng'zai'pei 暖棚栽培
'qian'li'zhong 千粒重
'fu'zi 富滋
'te'se'you'shi'chan'ye 特色优势产业
'lun'shi'tuo'la'ji 轮式拖拉机
'lv'xin'ju'zhi 绿新菊酯
'ya'she'cao 鸭舌草
'wu'rong'he'sheng'zhi 无融合生殖
'ping'jun'cha 平均差
'cu'ding'wei 促丁威
'bo'si'ju 波丝菊
'dao'qian'ye'ying 稻潜叶蝇
'yi'xi'li 乙烯利
'zhi'chi'mu 直翅目
'ma'ling'shu 马铃薯
'qi'lv 七氯
'shu'he'ji 束禾机
'da'hui'xiang'jia 大灰象甲
'si'zuo'huang'long 四唑磺隆
'fei'dian'yuan 非点源
'tai'fei 苔肥
'ye'sheng'da'dou 野生大豆
'chang'wei'ying'wu 长尾鹦鹉
'dong'zhi 冬至
'cai'fang'ji'zhe 采访记者
'tan'suan'qing'an 碳酸氢铵
'chang'jiang'dou 长豇豆
'di'san'fang'bao'xian 第三方保险
'ke'lu 克露
'zhong'zi'xiao'du 种子消毒
'lu'ying'che 露营车
'kai'si'ming 开斯明
'long'xu'mu'dan 龙须牡丹
'ding'ban'wo 啶斑肟
'niu'gan'jun 牛肝菌
'lian'ben'san'zuo'chun 联苯三唑醇
'jin'jiao'xi'shu 近交系数
'shun'shi'lv'qing'ju'zhi 顺式氯氰菊酯
'pai'shui'gou 排水沟
'chang'bai'dun'jie 长白盾蚧
'yuan'yi'shi 园艺师
'bo'li'gong'jiang 玻璃工匠
'gen'fu'xian'chong'bing 根腐线虫病
'sha'che'ta'ban 刹车踏板
'sheng'wu'nong'suo 生物浓缩
'dong'si 冻死
'rong'yuan 蝾螈
'dan'sun'shi 氮损失
'shui'di'chen'ji'wu 水底沉积物
'fang'xiang'zhi'shi'deng 方向指示灯
'xi'yang'cai 西洋菜
'ying'bi 鹰鼻
'jiao'gan 较干
'sang'dun'jie 桑盾蚧
'wan'dou'jian 豌豆尖
'yu'huang'jin'hua'chong 榆黄金花虫
'wang'zong 王棕
'pen'zai'shi'yan 盆栽试验
'yi'kui'dan 异喹丹
'nong'ye'fei'qi'wu'chu'li 农业废弃物处理
'luo'hua 落花
'sha'cao'long 杀草隆
'ci'xiong'hua'qi 雌雄花期
'chan'chu'ji 铲除剂
'cao'tian'lun'zuo 草田轮作
'zhi'jia'shou'jia 制假售假
'yao'ji'pin'zhong 药剂品种
'ya'ku'bing'du'bing 芽枯病毒病
'xin'nong'he'ban 新农合办
'nai'jian'xing 耐碱性
'mie'zhu'lin 灭蛀磷
'xian'nong'he'cao'na 闲农禾草拿
'wei'ji'xin'xi'xi'tong 微机信息系统
'yi'xi'lin 异吸磷
'hou'mian'bao'shu 猴面包树
'sheng'wu'jian'ce 生物监测
'xuan'ze'qiang'du 选择强度
'an'mie'ling 安灭灵
'tan'ku'jing 炭枯净
'xue'ji 学季
'gu'xi'yi 古蜥蜴
'dong'fang'lou'gu 东方蝼蛄
'he'bian'lv'ci'e 褐边绿刺蛾
'hei'wen'fen'die 黑纹粉蝶
'liu'jiao'bing 流胶病
'gan'dou'li 干豆粒
'bu'chong'wang 捕虫网
'tong'lv'jin'gui 铜绿金龟
'nong'yao'lei'bie 农药类别
'ke'wen'zuo 克瘟唑
'jiu'ye 酒椰
'cheng'dui'za'jiao 成对杂交
'san'she'guang 散射光
'you'qu'jin 莠去津
'si'ji'ju 四季桔
'hei'gu 黑谷
'jing'long 精隆
'fan'ji'jie'shu'cai 反季节蔬菜
'pin'shuo'fen'bu 频数分布
'long'dan 龙旦
'nong'ye'qi'hou'ping'jia 农业气候评价
'yuan'yi'zuo'wu 园艺作物
'ke'wu'zong 克芜踪
'jing'pai'lin 净哌磷
'ai'jiao'jiao 矮脚蕉
'jian'du'fen'lei 监督分类
'qiao'shou 巧收
'bai'ya 摆芽
'nong'ye'huan'jing'jian'ce 农业环境监测
'yan'chi'xing'leng'hai 延迟型冷害
'gua'fen'ji 刮粪机
'ying'yang'dai 营养袋
'gai'mo 盖膜
'yan'huan'ji 延缓剂
'ri'zhuo'bing 日灼病
'zheng'que'ci 正确词
'wen'shi'tong'feng 温室通风
'jia'shan'yao 家山药
'shou'gou'gong'zuo 收购工作
'cao'an'chu'gao 草案初稿
'liang'shi'zheng'gou 粮食征购
'sheng'wu'zhi'ji 生物制剂
'shui'tu'bao'chi 水土保持
'he'wen'jin'zhen'chong 褐纹金针虫
'xiang'gang'sha'li'gong'si 香港莎莉公司
'pu'tao'jiu'zhuang 葡萄酒庄
'tu'rang'feng'shi 土壤风蚀
'di'fang'pin'zhong 地方品种
'lai'hui'piao 来回票
'da'jun'qing 哒菌清
'nong'ye'jing'ji'li'lun 农业经济理论
'ba'sui 耙碎
'ping'kuai'che 平快车
'jie'an'tai'su'zan'ding 捷安肽素暂定
'cha'xiao'lv'ye'chan 茶小绿叶蝉
'huang'dan'zi 黄弹子
'gu'dan 固氮
'duo'ya 多芽
'hua'hui'bu'zhi 花卉布置
'ling'jia'she 零假设
'mian'wei'dan 棉萎丹
'dai'nie 带蘖
'shuang'niao'qing 霜脲氰
'xiao'li'dou 小粒豆
'song'tu'yuan'jie 松突圆蚧
'qun'ti'mi'du 群体密度
'zhong'di'chan'tian'gai'zao 中低产田改造
'fang'she'xing'wu'ran 放射性污染
'sai'zuo'xin 噻唑锌
'ban'shu'zhi'si'liang 半数致死量
'guang'zhao'chu'li 光照处理
'xiao'hua'yi'zhi'ji 硝化抑制剂
'fu'ding'chong'xian'an 氟啶虫酰胺
'tuo'qian'kuan'xiang 拖欠款项
'dan'ji 单季
'mian'geng'fa 免耕法
'gen'shu 根数
'tiao'jie'ji 调节剂
'ban'shu'nai'shou'ji'xian 半数耐受极限
'nong'ye'gong'cheng 农业工程
'mian'geng 免耕
'hong'shu 红树
'luo'chong'yi'zhi 螺虫乙酯
'xin'san'fu 辛三氟
'wei'fu 卫福
'huang'ma 黄麻
'zhi'piao'bu 支票簿
'ba'dian'bing 耙点病
'mie'hai'wei 灭害威
'zuo'wu'yu'zhong'xue 作物育种学
'ji'xie'hua'geng'zuo 机械化耕作
'shao'yu 少雨
'fu'duo'wu'zhong'yi'ji 呋多五种衣剂
'ci'niu 雌牛
'zuo'jun'qing 唑菌清
'cao'yuan'qi'hou 草原气候
'er'shi'si'jie'qi 二十四节气
'di'di'wei 敌敌畏
'cao'mie'xing 草灭星
'zhu'man 主蔓
'lin'ben'ji'ben'fen'na 邻苯基苯酚钠
'gao'chan'wen'chan 高产稳产
'gan'shu'xiao'xiang'chong 甘薯小象虫
'wu'sheng'pian 无声片
'cheng'shi'jing'cha 城市警察
'bing'chong'cao'shu 病虫草鼠
'chao'shi'qi'hou 潮湿气候
'pai'zi 排渍
'zhao'shui 着水
'ou'cha'guo 欧查果
'pin'zhi'yu'zhong 品质育种
'nong'fu'zhong'yi'ji 农福种衣剂
'zai'qin'ran'yuan 再侵染源
'qing'xi'jun'zhi 氰烯菌酯
'zi'jin'shan 紫金杉
'zhun'chu 准锄
'ma'lin'xiu'bing 马蔺锈病
'xing'ren'di'xia'tong'dao 行人地下通道
'nong'ji'zhong'xin 农技中心
'chuang'tu 床土
'xian'ren'zhang'guo 仙人掌果
'hui'he'yu'e 灰褐羽蛾
'qian'ye'e 潜叶蛾
'xin'nong'yao 新农药
'bao'chi'xi 保持系
'wei'nong 威农
'kui'cao'suan 喹草酸
'ji'zhu'zhuan'yi'xing 寄主专一性
'hua'xun'cha 花薰茶
'zong'rang 棕壤
'shen'ze'shi'ye'man 神泽氏叶螨
'wei'xi'xian 维西县
'xiang'qin'fen 香芹酚
'he'ru'jiao 核乳胶
'yi'wai'kai'zhi 意外开支
'xi'hua'ji'ma 西花蓟马
'su'pai 速排
'ci'zhu 雌猪
'lao'nian'gu 老年谷
'tang'ju 塘距
'bi'bing'xing 避病性
'qiu'lan'mu 秋兰姆
'xin'ma'xie'te 新马歇特
'tao'xiao'shi'xin'chong 桃小食心虫
'da'shan'dao 大钐刀
'kang'you'bian'yin'su 抗诱变因素
'shi'san'ma'lin 十三吗啉
'pian'han 偏旱
'ke'li'wu'shou 颗粒无收
'cai'huang'long 菜磺隆
'tu'dou'di 土豆地
'shen'guan 深灌
'tuan'liu'shan'xi 湍流山溪
'zhi'wu'zhong'lei 植物种类
'tong'xing'ba'wo'niu 同型巴蜗牛
'dong'nong'kai'fa 冬农开发
'man'chang 蔓长
'zhuan'lan'ji'zhe 专栏记者
'wan'xiang'yu 晚香玉
'ye'mian'ji'zhi'shu 叶面积指数
'di'jun'wei 敌菌威
'si'mei'su 四霉素
'tu'rang'shi'du 土壤湿度
'xu'na'shui 须纳税
'dao'zuo 稻作
'tu'di'mai'mai 土地买卖
'fu'an'qing'ju'zhi 氟胺氰菊酯
'mian'guo'wei 棉果威
'nong'ye'yong'di 农业用地
'mi'bian'chong 米扁虫
'fei'shui 肥水
'lun'xiu'di 轮休地
'ci'ji'qi'yuan'zhong'xin 次级起源中心
'fu'jie'an 氟节胺
'shi'man'niao 虱螨脲
'fa'qing'tan'ce 发情探测
'fa'guo'cai'dou 法国菜豆
'zhong'zhi'ji'ben'zi'liao 种质基本资料
'cao'beng 草崩
'luo'bu'ma 罗布麻
'zhong'xian 中籼
'wen'shi'er'yang'hua'tan'jia'nong 温室二氧化碳加浓
'mei'xue 每穴
'zhong'hua'qi 终花期
'dan'sui 单穗
'bao'mian'lin 保棉磷
'hu'jia'cun 胡家村
'hao'shui'xi'shu 耗水系数
'lun'zuo'shun'xu 轮作顺序
'gen'hei'fu'bing 根黑腐病
'qun'ti 群体
'kui'liu'lin 喹硫磷
'leng'chuang 冷床
'chu'lan 畜栏
'jia'you'beng 加油泵
'liu'suan'tong 硫酸铜
'lv'cao 律草
'wei'fei 微肥
'can'xiao 残效
'xian'xing'ke'jia'mo'xing 线性可加模型
'dou'dao'du'e 豆盗毒蛾
'ji'mi 稷米
'san'xi'za'zhong 三系杂种
'guan'gai'tiao'jian 灌溉条件
'hei'ci'fen'shi 黑刺粉虱
'yuan'pan'ba 圆盘耙
'yi'chi'san'gai 一池三改
'xiao'xing'ba'shi 小型巴士
'jing'mi'ji 精米机
'xian'chu 闲锄
'liu'xi 留稀
'he'ji'ma 禾蓟马
'dian'zi'ban 点字版
'tong'yuan'duo'bei'ti 同源多倍体
'yang'le'guo 氧乐果
'ya'yu 雅玉
'tuo'qiao 脱壳
'guo'tu'zi'yuan'bu 国土资源部
'xi'jun'xing'ye'ban'bing 细菌性叶斑病
'bao'xing 苞兴
'ju'hua'ying'wen 菊花瘿蚊
'zuo'wu'xing'tai 作物形态
'nong'ye'sheng'chan'jie'gou 农业生产结构
'ya'man'di 蚜螨敌
'xu'zhong'jie'gou 畜种结构
'di'mie'sheng 敌灭生
'zheng'chang'xing'zhong'zi 正常型种子
'zhong'ji 中季
'ban'li'shu 板栗树
'zao'zhuang'jun 藻状菌
'bu'shi'xing 捕食性
'zheng'fa'yi'zhi'ji 蒸发抑制剂
'han'yu 旱育
'bei'liu'lin 倍硫磷
'qi'sui'qi 齐穗期
'dian'zhong'bei 滇中北
'gao'pin'gan'zao 高频干燥
'da'dui'xia 大对虾
'kang'dao'fu 抗倒伏
'nong'ye'zong'he'kai'fa 农业综合开发
'cha'juan'ye'e 茶卷叶蛾
'feng'shi'yi'lan 凤氏彝兰
'yi'jiao 异交
'tu'rang'tui'hua 土壤退化
'hua'xue'fang'zhi 化学防治
'mai'di 麦地
'chang'chun 长蝽
'gou'chang 沟长
'xiong'xing'bu'yu'xi 雄性不育系
'mi'ben'huang'long 醚苯磺隆
'nian'mi 碾米
'nong'ji'gong'ye 农机工业
'zai'sheng'miao 再生苗
'xin'lu'zao 新陆早
'tan'shi'lu 弹石路
'quan'guo'xue'lian 全国学联
'liang'mi 凉米
'te'zheng'zhi 特征值
'yi'chuan'lv 遗传率
'bo'si'ju 波斯菊
'di'shu'na'yan 敌鼠钠盐
'jiao'zhi'dong'qi 脚制动器
'bian'yi'sui 变异穗
'guo'shu'miao'mu 果树苗木
'xiu'xian 休闲
'qian'zai'zheng'san 潜在蒸散
'e'pian 萼片
'yu'mi'tuo'li'ji 玉米脱粒机
'guo'lv 过滤
'nian'mi'ji 碾米机
'fu'huang'an'cao'mi 氟磺胺草醚
'sang'ye'can 桑野蚕
'cun'rong 村容
'guo'shi'zhi'gan 果实直感
'san'zhuang 伞状
'fu'gai'du 覆盖度
'chong'kou'duo'liang 虫口夺粮
'shi'yan'qu 试验区
'jian'lan 剑兰
'mei'zhou'nan'gua 美洲南瓜
'nong'jian'zhan 农建站
'zheng'can'qian 正餐前
'jin'qian'ju 金钱菊
'zhi'bing'ling 植病灵
'pu'tong'si'gua 普通丝瓜
'gao'deng 高凳
'jie'cao'wan 解草烷
'kong'jing'bing 空胫病
'yi'bing'wei 异丙威
'feng'chu 封锄
'li'ye'ban'bing 藜叶斑病
'jing'mi'ji'shi'qi 精密计时器
'jie'gan'hai'tian 秸秆还田
'ma'er'sa'si'zhu'yi 马尔萨斯主义
'ying'guo'yan'jiu'li'shi'hui 英国研究理事会
'liang'zhu 两株
'dan'xun'huan 氮循环
'xu'yang'sheng'wu'chu'li 需氧生物处理
'ci'xi'shi 刺吸式
'ca'xie'tong 擦鞋童
'xian'wan 险弯
'zao'nian'chong 枣粘虫
'hun'zuo 混作
'shen'lou'lv 渗漏率
'zhong'shuang 终霜
'ji'he'jiao'zheng 几何校正
'hou'tou'jun 猴头菌
'huang'cao'ling 磺草灵
'da'sui'xing 大穗型
'kang'yao'xing 抗药性
'kong'tian 控田
'guo'ji'jian'yi 国际检疫
'dan'lin'jia 氮磷钾
'ke'yuan'zi 克原子
'chong'sha'shou 虫杀手
'da'bo'si'ju 大波斯菊
'fu'zhao'gong'chang 辐照工厂
'tuo'tuo'ye 拖拖曳
'yang'chong'gong'chang 养虫工厂
'huang'juan'ye'e 黄卷叶蛾
'zhong'geng 中耕
'zhong'guo'nong'ye'ke'xue'yuan 中国农业科学院
'wei'suan'xing 微酸性
'tong'wei'su'xi'shi'fen'xi 同位素稀释分析
'da'gu'dao 大谷盗
'dou'xiang 豆象
'xiu'tong 修通
'nong'cun'neng'yuan 农村能源
'wei'luo'sheng 威罗生
'xue'bo'ji 穴播机
'nong'yao'zhi'zao 农药制造
'zhong'zhi'zi'yuan 种质资源
'you'qi 油柒
'bian'yi'xi'shu 变异系数
'niao'chao'jue 鸟巢蕨
'guang'fu'yue'du'ji 光符阅读机
'gan'wen'xing 感温性
'bai'e'la'chan 白蛾蜡蝉
'shao'ku 梢枯
'xue'wei'cai 雪维菜
'you'chong'deng 诱虫灯
'dong'ya'fei'huang 东亚飞蝗
'yao'hai 药害
'min'zu'zhi 民族志
'hei'sen'ying'wen 黑森瘿蚊
'luo'si'cai 螺丝菜
'cao'she 草蛇
'chi'jiao 池窖
'xie'zhao'xian'ren'zhang 蟹爪仙人掌
'mian'hua 棉华
'wu'jing 芜菁
'duo'fu'zhong'yi'ji 多福种衣剂
'fu'zhi'hua 腐殖化
'xiao'guang'xi'shu 消光系数
'dai'du'zhe 带毒者
'hong'ping 红萍
'bai'li'xiang 百里香
'da'mi'cao 大米草
'jiu'ying 厩蝇
'xi'la'la'ding'fang'she'ji 希腊拉丁方设计
'cao'mian 草棉
'sui'hang'fa 穗行法
'kang'dong 抗冻
'bu'lao'qiang'du 捕捞强度
'zhou'ye'dong'han'cai 皱叶冬寒菜
'ji'ying 寄蝇
'gu'ban'pi'nang 谷斑皮囊
'beng'chu 甭锄
'kuai'sha'ling'er'hao 快杀灵二号
'yi'bing'liu'huan 异丙硫环
'dou'si 豆斯
'shui'zhi'fen'xi 水质分析
'sheng'nong'ye'ting 省农业厅
'ban'dian'bing 斑点病
'can'liu'liang 残留量
'xu'mu'chu 畜牧处
'wu'jing'gan'lan 芜菁甘蓝
'rou'zhu 肉煮
'hu'gang'qu 湖港区
'pu'zhi'gen'mei'bing 匍枝根霉病
'gao'liang'mi 高粱米
'gao'shen'yi'bing'long 高渗异丙隆
'pei'yang'liao 培养料
'dai'zhi 带职
'chang'ri'zhao'zuo'wu 长日照作物
'li'qu 沥去
'bo'ti 钵体
'can'tai'yu 蚕台育
'cha'yi'xian'zhu'ping'zhun 差异显著平准
'tian'mian 田面
'kong'shui 控水
'fu're'dai 副热带
'jing'hei'dian'bing 茎黑点病
're'dai'ji'feng'qi'hou 热带季风气候
'tong'zhu 同株
'zeng'gan'lin 增甘磷
'di'xia'pai'shui 地下排水
'nuo'bao'gu 糯包谷
'gou'guan 沟灌
'bai'ri'ju 百日菊
'chu'chong'wei 除虫威
'chu'jing 楚粳
'nong'ye'xiao'qi'hou 农业小气候
'pu'cao'jing 扑草净
'sang'guo'lv'mang'chun 桑国绿盲蝽
'di'ku'shuang 敌枯双
'zhong'hua'ren'min'gong'he'guo'nong'ye'bu 中华人民共和国农业部
'ling'fu 灵福
'mie'shu'jing 灭鼠腈
'nong'xue'xi 农学系
'dou'chu 豆锄
'fa'chu'zhuang'ji'sheng 发出撞击声
'an'guan 暗管
'zhui'shi 追施
'xia'bo 夏播
'ba'jiao'yu 芭蕉芋
'hui'fu'xi 恢复系
'yi'chuan'wan'zheng'xing 遗传完整性
'duo'kang 多抗
'fu'mao 稃毛
'la'wei'yin 拉维因
'shao'miao 烧苗
'yi'bing'san'zuo'lin 异丙三唑磷
'ci'hua'lian'zi'cao 刺花莲子草
'ye'qiao 叶鞘
'fu'zhong'zhi'shu 复种指数
'bi'zhong'fen'xuan 比重分选
'she'li 猞猁
'yu'miao'yi'zai 育苗移栽
'qian'cha 前茬
'huang'gua 黄瓜
'lv'ben'mi'ding'chun 氯苯嘧啶醇
'qian'chui'xian 铅锤线
'wu'ran'yu'ce 污染预测
'ri'chang'fei'yong 日常费用
'he'sha'wei 合杀威
'xian'xiao'fang'da'dui 县消防大队
'hua'fei'sa'fei'ji 化肥撒肥机
'ma'luo 马骡
'sang'zhe'chi'chi'huo 桑褶翅尺蠖
'jing'zhong'ling 净种灵
'tong'ku'liu'ti 痛苦流涕
'sai'man'chun 噻螨醇
'bi'tao 碧桃
'ye'qiao'wang'ban'bing 叶鞘网斑病
'xian'huan'jing'bao'hu'ju 县环境保护局
'qian'chi 前翅
'jie'gu'mu 接骨木
'que'zhu 缺株
'chu'can'e 樗蚕蛾
'kang'lie'jia 抗裂荚
'mian'zi'you 棉籽油
'fan'she'lv 反射率
'xun'huan'nong'ye 循环农业
'guo'xi 过稀
'nai'lao 耐涝
'wang'chang'qi 旺长期
'yun'xing'bing 云形病
'liu'suan'jia 硫酸钾
'wo'cao'an 肟草安
'xiong'zhu 雄猪
'neng'liu'wu'liu'fen'xi 能流物流分析
'er'mei'jun 耳霉菌
'da'qi'chuang 大气窗
'qian'fu'zhao 前辐照
'duo'sui 多穗
'wen'chuang'zai'pei 温床栽培
'zi'jiao'bu'qin'he'xing 自交不亲和性
'zhong'yang'bu'tie'zi'jin 中央补贴资金
'ruan'zao'mi'hou'tao 软枣猕猴桃
'cai'feng'ning 菜丰宁
'wen'ye'chan 纹叶蝉
'xiao'yuan'ye'chong 小猿叶虫
'zhong'zi'hun'za'wu 种子混杂物
'shuai'bian'chan'wu 衰变产物
'ruan'hua 软化
'xian'zheng'ce'yan'jiu'shi 县政策研究室
'zhu'chan'fang 猪产房
'mie'er'xin 灭尔锌
'fang'hu'lin 防护林
'fei'liao'xiao'lv 肥料效率
'xiong'rui 雄蕊
'kang'xing 抗性
'zhong'zhi'ye'ke 种植业科
'sai'cao'tong 噻草酮
'bao'shu 苞数
'shou'yi'jing'e 收益净额
'zhong'shu 中熟
'he'men'kou 河门口
'hua'ye'bing 花叶病
'gai'mei'lin'fei 钙镁磷肥
'qian'ri'hong 千日红
'xiao'mai'wang'chang 小麦旺长
'yin'dao'xing'pei'xun 引导性培训
'hei'sui'bing 黑穗病
'ji'xie'tong'feng'gan'zao 机械通风干燥
'zhong'zao'shu 中早熟
'niu'nai'jin'ju 牛奶金桔
'nong'ji'tui'guang'ti'xi 农技推广体系
'da'dou'yi'bing 大豆疫病
'po'gai'ti 坡改梯
'man'xing'fu'zhao 慢性辐照
'ning'meng'yuan'zhi 柠檬原汁
'zhong'zi'bao'man'du 种子饱满度
'mi'xian'an 咪鲜安
'wei'nong 卫农
'bo'luo'mi 菠萝蜜
'shou'bao'chu 售报处
'yan'huang'long 烟黄隆
'mi'jun'niao 嘧菌脲
'xi'han'lian'zi'cao 喜旱莲子草
'di'bai 敌稗
'mo'bi'lang 莫比朗
'zao'yuan 造园
