'a'er'tai'gou'wa'hua 阿尔泰狗哇花
'qian'mu 千亩
'qian'niao 千鸟
'qian'niu 牵牛
'qian'niu'hua 牵牛花
'qian're 潜热
'qian'shui 浅水
'qian'shui'ceng 浅水层
'qian'wei'pian 前卫片
'qian'xin'hao'deng 前信号灯
'qian'xing 黔兴
'qian'yan 前言
'qian'ye'e 潜叶蛾
'qian'ye'ying 潜叶蝇
'qian'yi'zi'ban 前翼子板
'qian'yin'che 牵引车
'qian'yin'shi'nong'ju 牵引式农具
'qian'ying 潜蝇
'qian'yu'qi 潜育期
'qian'zai 浅栽
'qian'zai'zheng'san 潜在蒸散
'qian'zhang 签章
'qian'zhong'geng 浅中耕
'qian'zhu'xi 前主席
'qian'zi 钳子
'qian'zi'se 浅紫色
'qian'zuo 前作
'qiang'da 强大
'qiang'gan'guang 强感光
'qiang'gan'guang'xing 强感光性
'qiang'hua 强化
'qiang'hua'wu 羟化物
'qiang'jian 强碱
'qiang'jin 强筋
'qiang'li'zeng'chan'su 强力增产素
'qiang'qing 抢晴
'qiang'shang 抢墒
'qiang'shi 抢时
'qiang'wei 蔷薇
'qiang'wu'zei 枪乌贼
'qiang'xian 强县
'qiao'jia 巧家
'qiao'jia'xian 巧家县
'qiao'mai 荞麦
'qiao'shi 巧施
'qiao'shi'geng'zuo'xi'tong 桥式耕作系统
'qiao'zi 荞子
'qie'chi 切齿
'qie'hua 切花
'qie'ye'feng 切叶蜂
'qie'zi 茄子
'qin'cai 芹菜
'qin'dai 亲代
'qin'fei 禽肥
'qin'fen'gong'zuo 勤奋工作
'qin'fen'xue'xi 勤奋学习
'qin'guang'rong 秦光荣
'qin'he 亲和
'qin'he'xing 亲和性
'qin'jiu 琴酒
'qin'ran 侵染
'qin'ran'xing'bing'hai 侵染性病害
'qin'ran'yuan 侵染源
'qin'shi 勤施
'qin'shi'tu'rang 侵蚀土壤
'qin'zheng'wei'min 勤政为民
'qing'can'dou 青蚕豆
'qing'chao 清炒
'qing'da'dou 青大豆
'qing'fen'shui 清粪水
'qing'gou 清沟
'qing'hua 氢化
'qing'hua'cai 青花菜
'qing'hua'ji 清花机
'qing'hua'liu 氢化硫
'qing'ku'bing 青枯病
'qing'li 清理
'qing'li'zi'fu'zhi'shu'zhi'shi'ji 氢离子负指数指示剂
'qing'ling 清零
'qing'ling'he 蜻蛉河
'qing'liu'suan 氢硫酸
'qing'ma 苘麻
'qing'mei'sui'fu'bing 青霉穗腐病
'qing'nian'gu 青年谷
'qing'san 晴三
'qing'shan'zui 青山嘴
'qing'shan'zui'shui'ku 青山嘴水库
'qing'shi 轻施
'qing'shi 青食
'qing'shui'he 清水河
'qing'si'lian'he'shou'ge'ji 青饲联合收割机
'qing'suan 氢酸
'qing'tang 清汤
'qing'tou'jun 青头菌
'qing'wan'dou 青豌豆
'qing'xiao'cha'jia 倾销差价
'qing'xiao'fu'du 倾销幅度
'qing'yang'hua'wu 氢氧化物
'qing'yu 青鱼
'qing'yu 清淤
'qing'zao 青枣
'qing'zao'shu 青枣树
'qing'zhang'che 清障车
'qing'zheng'lian'jie 清正廉洁
'qing'zhu 青贮
'qiu'bei 丘北
'qiu'bei'xian 丘北县
'qiu'bo 秋播
'qiu'bo'zuo'wu 秋播作物
'qiu'chu 秋初
'qiu'dong 秋冬
'qiu'dong'nong'ye 秋冬农业
'qiu'fang 球房
'qiu'fen 秋分
'qiu'hai'tang 秋海棠
'qiu'jian 秋剪
'qiu'jing'gan'lan 球茎甘蓝
'qiu'mo 秋末
'qiu'mo'dong'chu 秋末冬初
'qiu'mu 楸木
'qiu'qiang'jun'ye'ban'bing 球腔菌叶斑病
'qiu'shou 秋收
'qiu'shou'zuo'wu 秋收作物
'qiu'sui'bian'suo'cao 球穗扁莎草
'qiu'suo 求索
'qiu'yin 蚯蚓
'qiu'yu 犰狳
'qiu'zhen'wu'shi 求真务实
'qiu'zhong 球种
'qiu'zhong 秋种
'qiu'zhuang'bi 球状鼻
'qiu'zi 楸子
'qu'bi 驱避
'qu'chen 曲辰
'qu'chi 龋齿
'qu'chu 去除
'qu'dai'ben'lei 取代苯类
'qu'dao'qing'yu 渠道清淤
'qu'diao 取掉
'qu'dong'qi 驱动器
'qu'guang'xing 趋光性
'qu'hua 区划
'qu'jing 取景
'qu'jing 曲靖
'qu'jing'qi 取景器
'qu'jing'shi 曲靖市
'qu'jing'zeng 曲颈甑
'qu'mai'cai 苣荬菜
'qu'miao 取苗
'qu'shi'ci'ji'ji 取食刺激剂
'qu'tu 取土
'qu'wei'ti'yu 趣味体育
'qu'xiong 去雄
'qu'ye'bing'du'bing 曲叶病毒病
'qu'yu'shi'yan 区域试验
'quan'bu'shou'ru 全部收入
'quan'chi'yu'e 全翅羽蛾
'quan'e 全额
'quan'guo'dai'biao'da'hui 全国代表大会
'quan'guo'fu'lian 全国妇联
'quan'guo'qiao'lian 全国侨联
'quan'guo'qing'lian 全国青联
'quan'guo'ren'min'dai'biao'da'hui 全国人民代表大会
'quan'guo'wei'yuan'hui 全国委员会
'quan'guo'xue'lian 全国学联
'quan'jing 全景
'quan'mei 全酶
'quan'mian'fa'zhan 全面发展
'quan'miao 全苗
'quan'neng'xing 全能性
'quan'pian 全片
'quan'quan 全权
'quan'quan'dai'biao 全权代表
'quan'sheng 全省
'quan'shi 诠释
'quan'shi'bing 全蚀病
'quan'sui 全穗
'quan'tian 全田
'quan'tian'gong'zuo 全天工作
'quan'tou 拳头
'quan'xian 全险
'quan'xin'quan'yi'wei'ren'min'fu'wu 全心全意为人民服务
'quan'zhao'man 全爪螨
'quan'zhou 全州
'que'ban 雀斑
'que'fa'lao'li 缺乏劳力
'que'fei 缺肥
'que'kou'yuan'pan'ba 缺口圆盘耙
'que'miao 缺苗
'que'peng'zheng 缺硼症
'que'shui 缺水
'que'su'bing 缺素病
'que'su'zheng 缺素症
'que'suo'zheng 缺索症
'que'tang 缺塘
'que'yang'bao'cang 缺氧保藏
'que'zhu 缺株
'qun'ti 群体
'ran'se'bing'du'bing 染色病毒病
'ran'you 燃油
'rang'lu 让路
'rang'xing 让行
're'ai'lao'dong 热爱劳动
're'ai'zu'guo 热爱祖国
're'dai 热带
're'dai'ji'feng'qi'hou 热带季风气候
're'dai'zuo'wu 热带作物
're'fu'she 热辐射
're'liang'zi'yuan 热量资源
're'nao'fei'fan 热闹非凡
're'qing'fu'wu 热情服务
're'qing'yang'yi 热情洋溢
're'qu 热区
're'shi'guang 热释光
're'shui'tang 热水塘
're'zhu 热柱
'ren'chen 壬辰
'ren'chu'yin'shui 人畜饮水
'ren'da'ban 人大办
'ren'da'chang'wei'hui 人大常委会
'ren'fen'niao 人粪尿
'ren'gong'jiang'yu 人工降雨
'ren'gong'qi'hou'shi 人工气候室
'ren'gong'shou'fen 人工授粉
'ren'gong'xuan'ze 人工选择
'ren'hang'guo'jie'heng'dao 人行过街横道
'ren'ju'huan'jing 人居环境
'ren'jun 人均
'ren'jun'you'liang 人均有粮
'ren'kou'bu'zu 人口不足
'ren'kou'fen'bu 人口分布
'ren'kou'guo'sheng 人口过剩
'ren'kou'ji'shu 人口基数
'ren'kou'jian'shao 人口减少
'ren'kou'li'lun 人口理论
'ren'kou'mi'du 人口密度
'ren'kou'nian'ling'jin'zi'ta 人口年龄金字塔
'ren'kou'tong'ji 人口统计
'ren'kou'xue 人口学
'ren'kou'xue'jia 人口学家
'ren'kou'yan'jiu 人口研究
'ren'kou'zeng'zhang 人口增长
'ren'kou'zeng'zhi 人口增殖
'ren'kou'zhi'liang 人口质量
'ren'lei'xue 人类学
'ren'lei'xue'jia 人类学家
'ren'li'zi'yuan'he'she'hui'bao'zhang'bu 人力资源和社会保障部
'ren'min'tuan'ti 人民团体
'ren'min'zheng'fu 人民政府
'ren'shen 壬申
'ren'shen'xian 人身险
'ren'shi'chu 人事处
'ren'shi'gu 人事股
'ren'shi'ju 人事局
'ren'shi'lao'dong'he'she'hui'bao'zhang'ju 人事劳动和社会保障局
'ren'wen'wu'deng'e 人纹污灯蛾
'ren'wu 壬午
'ren'wu'lan 任务栏
'ren'xing'dao 人行道
'ren'xu 壬戌
'ren'yin 壬寅
'ren'zao'nai'you 人造奶油
'ren'zhen'kai'zhan 认真开展
'ren'zhen'zuo'hao 认真做好
'ren'zhi'fu'she 轫致辐射
'ren'zi 壬子
'ren'zi'xing 人字形
'ri'bao'gao 日报告
'ri'ben'jin'gui'zi 日本金龟子
'ri'ben'la'jie 日本蜡蚧
'ri'ben'zhu'jia 日本蛛甲
'ri'chang'fei'yong 日常费用
'ri'cheng'biao 日程表
'ri'gong 日工
'ri'gong'zi 日工资
'ri'guang'deng 日光灯
'ri'ji'bu 日记簿
'ri'jiao'cha 日较差
'ri'qu'ji'lie 日趋激烈
'ri'qu'wan'shan 日趋完善
'ri'wen'bao'zhi 日文报纸
'ri'yu 日语
'ri'zhao'lv 日照率
'ri'zhao'shi'shu 日照时数
'ri'zhuo'bing 日灼病
'rong'du'e 茸毒蛾
'rong'ji'hui'shou 溶剂回收
'rong'jie 绒蚧
'rong'jie'yang 溶解氧
'rong'ru'guan 荣辱观
'rong'yan 熔岩
'rong'yu 冗余
'rong'yuan 蝾螈
'rou'dou'kou 肉豆蔻
'rou'fan 肉贩
'rou'ge 肉鸽
'rou'hou 肉厚
'rou'ji'she 肉鸡舍
'rou'nian 揉捻
'rou'nie 揉捏
'rou'niu'he'mu'cao'yan'jiu'zhong'xin 肉牛和牧草研究中心
'rou'se 肉色
'rou'tang 肉汤
'rou'tiao 肉条
'rou'yang 肉羊
'rou'zhu 肉煮
'ru'bai'deng'pao 乳白灯泡
'ru'bai'se 乳白色
'ru'bao'ye'ban'gen'fu'bing 蠕孢叶斑根腐病
'ru'cao 褥草
'ru'chong 蠕虫
'ru'ji 乳剂
'ru'niu'ye 乳牛业
'ru'pin'jia'gong'ye 乳品加工业
'ru'pin'ye 乳品业
'ru'shen 入渗
'ru'shu'qi 乳熟期
'ru'tang'cao'zong'zi 乳糖操纵子
'ru'tou 乳头
'ru'xia 如下
'ru'xian 乳线
'ru'you 乳油
'ru'zhi'pin 乳制品
'ru'zi 褥子
'ruan'ci'pan 软磁盘
'ruan'ci'pan'ji 软磁盘机
'ruan'fu 软腐
'ruan'fu'bing 软腐病
'ruan'hua 软化
'ruan'mi 软米
'ruan'mi'xing 软米型
'ruan'pian'he 软片盒
'ruan'she'bei 软设备
'ruan'zao'mi'hou'tao 软枣猕猴桃
'rui'du'mei 瑞毒霉
'rui'du'mei'tong 瑞毒霉铜
'rui'du'meng'xin 瑞毒锰锌
'rui'li 瑞丽
'rui'li'shi 瑞丽市
'rui'xiang 瑞香
'rui'yi'gai'ge 锐意改革
'rui'yi'jin'qu 锐意进取
'run'hua'you 润滑油
'ruo'chong 若虫
'ruo'chong'qi 若虫期
'ruo'gan'guang 弱感光
'ruo'gan'guang'xing 弱感光性
'ruo'jian'xing 弱碱性
'ruo'jin 弱筋
'ruo'miao 弱苗
'ruo'suan'xing 弱酸性
'ruo'zhu 弱株
'sa'bo 撒播
'sa'bo'ji 撒播机
'sa'bu 撒布
'sa'fei'ji 撒肥机
'sa'fen'ji 撒粪机
'sa'gai 撒盖
'sa'shi 撒施
'sa'zi 撒籽
'sai'che 赛车
'sai'chong'qin 噻虫嗪
'sai'jin'gui 鳃金龟
'sai'pao 赛跑
'sai'qin'tong 噻嗪酮
'sai'qiu'yin 鳃蚯蚓
'sai'sen'tong 噻森铜
'sai'xian'yan 腮腺炎
'san'ba 三八
'san'cha'jing 三岔箐
'san'dao'chai'hu 三岛柴胡
'san'fang'ti'xi 三防体系
'san'fen'zhong 三分种
'san'gai 三盖
'san'ge'dai'biao 三个代表
'san'hei'sui'bing 散黑穗病
'san'hua'ming 三化螟
'san'huan'zuo 三环唑
'san'hui'yi'ke 三会一课
'san'jia'cun 三家村
'san'jiao'ban 三角板
'san'jiao'gua'dao 三角刮刀
'san'jiao'jia 三角架
'san'jiao'ye'yang 三角叶杨
'san'jiao'zhou 三角洲
'san'ju'xing'fei'huang 散居型飞蝗
'san'ming'zhi 三明治
'san'nong 三农
'san're'qi 散热器
'san'se'jin 三色堇
'san'se'xian 三色苋
'san'she'guang 散射光
'san'shu 三熟
'san'shu'zhi 三熟制
'san'xi 三系
'san'xi'za'zhong 三系杂种
'san'ye'cao 三叶草
'san'zhuang 伞状
'san'zuo'lin 三唑磷
'san'zuo'tong 三唑酮
'sang'bai'juan'bing 桑白绢病
'sang'bai'mao'chong 桑白毛虫
'sang'chi'huo 桑尺蠖
'sang'chi'xiu'bing 桑赤锈病
'sang'da'xiang'chong 桑大象虫
'sang'dun'jie 桑盾蚧
'sang'fen'shi 桑粉虱
'sang'gan'ku'bing 桑干枯病
'sang'gen'jie'xian'chong'bing 桑根结线虫病
'sang'gen'ying'wen 桑根瘿蚊
'sang'guo'lv'mang'chun 桑国绿盲蝽
'sang'he'ban'bing 桑褐斑病
'sang'he'ci'e 桑褐刺蛾
'sang'hu'tian'niu 桑虎天牛
'sang'hua'ye'bing 桑花叶病
'sang'hua'ye'juan'ye'bing 桑花叶卷叶病
'sang'huang 桑蟥
'sang'huang'hua'xing'wei'suo'bing 桑黄化型萎缩病
'sang'huang'mi'ying'ye'jia 桑黄迷萤叶甲
'sang'hui'mei'bing 桑灰霉病
'sang'juan'ye'ku'bing 桑卷叶枯病
'sang'li'bai'fen'bing 桑里白粉病
'sang'mao'chong 桑毛虫
'sang'ming 桑螟
'sang'mu'shi 桑木虱
'sang'ni'gan'ku'bing 桑拟干枯病
'sang'niu'jie 桑纽蚧
'sang'ou 丧偶
'sang'shao'xiao'nang'chong 桑梢小囊虫
'sang'shen'jun'he'bing 桑椹菌核病
'sang'shi 桑虱
'sang'si'ye'bing'du'bing 桑丝叶病毒病
'sang'suo'e 桑蓑蛾
'sang'ta'na 桑塔纳
'sang'tan'ju'bing 桑炭疽病
'sang'tian'niu 桑天牛
'sang'wei'gun'ji'ma 桑伪棍蓟马
'sang'wei'suo'xing'wei'suo'bing 桑萎缩型萎缩病
'sang'wu'ye'bing 桑污叶病
'sang'xi'jiang'chong 桑吸浆虫
'sang'xi'jun'xing'qing'ku'bing 桑细菌性青枯病
'sang'xi'jun'xing'yi'bing 桑细菌性疫病
'sang'xiang'chong 桑象虫
'sang'xiang'jia 桑象甲
'sang'xiao'hui'xiang'chong 桑小灰象虫
'sang'ye'can 桑野蚕
'sang'ye'chan 桑叶蝉
'sang'ye'man 桑叶螨
'sang'ye'ying'wen 桑叶瘿蚊
'sang'yuan 桑园
'sang'zhe'chi'chi'huo 桑褶翅尺蠖
'sang'zhu'chong 桑蛀虫
'sang'zi'wen'yu'bing 桑紫纹羽病
'sao'jun 搔菌
'sao'wei 扫尾
'se'er'bao'sui'fu'bing 色二孢穗腐病
'se'la'you 色拉油
'se'you 色友
'sen'lin'bao'hu 森林保护
'sha'cao'dan 杀草丹
'sha'che'deng 刹车灯
'sha'che'ta'ban 刹车踏板
'sha'chong'dan 杀虫单
'sha'chong'deng 杀虫灯
'sha'chong'ji 杀虫剂
'sha'chong'shuang 杀虫双
'sha'ding'yu 沙丁鱼
'sha'du'fan 杀毒钒
'sha'du'fan 杀毒矾
'sha'jiang 砂礓
'sha'jun'ji 杀菌剂
'sha'kai 杀开
'sha'ke 杀客
'sha'li 砂砾
'sha'man'ji 杀螨剂
'sha'mie'ju'zhi 杀灭菊酯
'sha'ming'dan 杀螟丹
'sha'mo'hua 沙漠化
'sha'rang 沙壤
'sha'rang 砂壤
'sha'rang'tu 沙壤土
'sha'rang'tu 砂壤土
'sha'shu'ji 杀鼠剂
'sha'yu 鲨鱼
'sha'zao 沙枣
'sha'zhou 沙洲
'shai'dou'gui'chun 筛豆龟蝽
'shai'fa 晒垡
'shai'li 筛理
'shai'tian 晒田
'shai'xuan 筛选
'shan'bei 扇贝
'shan'cha 山茶
'shan'cha'hua 山茶花
'shan'dao 钐刀
'shan'dao'huang 山稻蝗
'shan'di'qi'hou 山地气候
'shan'ding 山顶
'shan'gang 山岗
'shan'guang'deng 闪光灯
'shan'guang'zhi'shi'qi 闪光指示器
'shan'guang'zhi'shu 闪光指数
'shan'he'tao'shu 山核桃树
'shan'hu'chong 珊瑚虫
'shan'hu'zhuang 珊瑚状
'shan'kou 山口
'shan'ku'mai 山苦荬
'shan'lian 钐镰
'shan'mao'ju 山毛榉
'shan'qiu 山丘
'shan'qu'nong'ye 山区农业
'shan'tian 山田
'shan'wo'ju'bai'fen'bing 山莴苣白粉病
'shan'yang 山羊
'shan'yang'hu 山羊胡
'shan'yao 山药
'shan'you 汕优
'shan'yu 山鹬
'shan'zha 山楂
'shan'zha'chang'xiao'nang 山楂长小囊
'shan'zha'hong'zhi'zhu 山楂红蜘蛛
'shan'zha'ye'man 山楂叶螨
'shan'zhi'xue 山志学
'shan'zhu'yu 山茱萸
'shan'zhu'zi 山竹子
'shan'zui 山嘴
'shang'chang 墒长
'shang'cun 上村
'shang'dian 商店
'shang'feng 伤风
'shang'feng'kou 上风口
'shang'gao 墒高
'shang'gen 伤根
'shang'gu'yun'ji 商贾云集
'shang'jie'bao'zhi 商界报纸
'shang'kuan 墒宽
'shang'mian 墒面
'shang'pin'cai'yuan 商品菜园
'shang'pin'hua 商品化
'shang'pin'jiao'yi'hui 商品交易会
'shang'pin'jiao'yi'suo 商品交易所
'shang'pin'shu'cai 商品蔬菜
'shang'pin'xing 商品性
'shang'pin'xing'hao 商品性好
'shang'ping 上屏
'shang'ping 墒平
'shang'wang'bao'xian 伤亡保险
'shang'wu'bu 商务部
'shang'wu'ju 商务局
'shang'xia'kai'guan'chuang 上下开关窗
'shang'xian 上限
'shang'xing'lie'che 上行列车
'shang'xue 商学
'shang'ya'tang 上牙膛
'shang'ye'qu 商业区
'shang'ye'qu'dao 商业渠道
'shang'ye'xue'xiao 商业学校
'shang'yi 上溢
'shang'yong'che 商用车
'shang'you 尚有
'shao'fu'bing 梢腐病
'shao'gao 稍高
'shao'geng 少耕
'shao'geng'fa 少耕法
'shao'jiu 烧酒
'shao'jun 烧菌
'shao'miao 烧苗
'shao'nie 少蘖
'shao'ping 烧瓶
'shao'shi 少施
'shao'tan 烧炭
'shao'xian'dui 少先队
'shao'xing'jiu 绍兴酒
'shao'yao 芍药
'shao'yao'hua 芍药花
'shao'yu 少雨
'shao'zhong 烧种
'she'hui'fu'dan'fei'yong 社会负担费用
'she'hui'jin'bu 社会进步
'she'hui'ke'xue 社会科学
'she'hui'wen'ding 社会稳定
'she'hui'xin'wen 社会新闻
'she'hui'xue 社会学
'she'hui'zhu'yi'jing'ji 社会主义经济
'she'hui'zhu'yi'shi'chang'jing'ji 社会主义市场经济
'she'hui'zhu'yi'xin'nong'cun 社会主义新农村
'she'ji'jia 设计家
'she'ji'mian'guang 涉及面广
'she'ji'tu 设计图
'she'jiao'xing'yan'hui 社交性宴会
'she'li 猞猁
'she'ma 蛇麻
'she'mu'ju 蛇目菊
'she'nong 涉农
'she'shi'du 摄氏度
'she'si'gua 蛇丝瓜
'she'ta 舌鳎
'she'xiang'shi'zhu 麝香石竹
'she'yan'jie 蛇眼蚧
'she'ying'ai'hao'zhe 摄影爱好者
'she'ying'ce'liang'xue 摄影测量学
'she'ying'ji 摄影机
'she'ying'peng 摄影棚
'she'ying'qi'cai 摄影器材
'she'ying'shi 摄影师
'she'ying'tui'che 摄影推车
'she'ying'xie'hui 摄影协会
'she'ying'zhan 摄影展
'shen'du'e 肾毒蛾
'shen'fan 深翻
'shen'fan'geng 深翻耕
'shen'guan 深灌
'shen'guan 渗灌
'shen'hou'di'yun 深厚底蕴
'shen'ji'shu 审计署
'shen'ji'yuan 审计员
'shen'jing'shuai'ruo 神经衰弱
'shen'jing'tong 神经痛
'shen'keng'chi'ye'e 肾坑翅夜蛾
'shen'lan'se 深蓝色
'shen'lou 渗漏
'shen'lou'shui 渗漏水
'shen'mi'zhu'yi 神秘主义
'shen'ru'chi'jiu 深入持久
'shen'ru'xue'xi 深入学习
'shen'shi 深施
'shen'shi 甚是
'shen'shou 伸手
'shen'tou'shen'du 渗透深度
'shen'tou'ya 渗透压
'shen'ze'shi'ye'man 神泽氏叶螨
'shen'zha 深扎
'shen'zhong'geng 深中耕
'shen'zi 深紫
'sheng'cha 生茶
'sheng'cha'ye'chan'ye'ban 省茶叶产业办
'sheng'cha'ye'chan'ye'ban'gong'shi 省茶叶产业办公室
'sheng'chan'de 生产的
'sheng'chan'fa'zhan 生产发展
'sheng'chan'fei'yong 生产费用
'sheng'chan'guo'sheng 生产过剩
'sheng'chan'lv 生产率
'sheng'chan'zhe 生产者
'sheng'cheng'qi 生成器
'sheng'chuang'ban 生创办
'sheng'dan'wan'hui 圣诞晚会
'sheng'gen 生根
'sheng'gen'fen 生根粉
'sheng'gong 省工
'sheng'guo'qi 盛果期
'sheng'hua 盛花
'sheng'hua'qi 盛花期
'sheng'huo 生活
'sheng'huo'biao'zhun 生活标准
'sheng'huo'hui 生活会
'sheng'huo'kuan'yu 生活宽裕
'sheng'huo'li 生活力
'sheng'huo'shui'ping 生活水平
'sheng'ji'huan'dai 升级换代
'sheng'jiang'ti 升降梯
'sheng'jing 生境
'sheng'ju 省局
'sheng'li'bing'hai 生理病害
'sheng'li'xue'jia 生理学家
'sheng'ming'biao 生命表
'sheng'nong'da 省农大
'sheng'nong'ke'yuan 省农科院
'sheng'nong'ye'ting 省农业厅
'sheng'qi 盛期
'sheng'ri'yan'hui 生日宴会
'sheng'shi 生食
'sheng'tai'cun 生态村
'sheng'tai'lv'you 生态旅游
'sheng'tai'nong'ye 生态农业
'sheng'tai'ping'heng 生态平衡
'sheng'tai'wei'ji 生态危机
'sheng'wai 省外
'sheng'wu'fan'ying'qi 生物反应器
'sheng'wu'fang'zhi 生物防治
'sheng'wu'fei'liao 生物肥料
'sheng'wu'hua'xue 生物化学
'sheng'wu'ji'shu 生物技术
'sheng'wu'jian 生物碱
'sheng'wu'jiang'jie 生物降解
'sheng'wu'li'yong'lv 生物利用率
'sheng'wu'nong'suo 生物浓缩
'sheng'wu'qun'luo 生物群落
'sheng'wu'xue'jia 生物学家
'sheng'wu'zhi'neng 生物质能
'sheng'wu'zi'yuan'kai'fa'chuang'xin'ban'gong'shi 生物资源开发创新办公室
'sheng'xiao'bu'fen 生效部分
'sheng'yu'qi 生育期
'sheng'zhang'fa'yu 生长发育
'sheng'zhang'qi 生长期
'sheng'zhang'xi'xing 生长习性
'sheng'zhi'ge'li 生殖隔离
'sheng'zhi'li 生殖力
'sheng'zhou 省州
'shi'bai'qian 十百千
'shi'ban 石板
'shi'ban'bi 石板笔
'shi'ban'bing 时斑病
'shi'chang'diao'cha 市场调查
'shi'chang'jia 市场价
'shi'chang'jing'ji 市场经济
'shi'chang'jing'zheng'li 市场竞争力
'shi'chang'yu'jing'ji'xin'xi'chu 市场与经济信息处
'shi'chen'jiang 湿沉降
'shi'chong'meng 食虫虻
'shi'chong'piao'chong 食虫瓢虫
'shi'di'song'fen'jie 湿地松粉蚧
'shi'dian 施甸
'shi'dian'xian 施甸县
'shi'du'ce'liang'yi 湿度测量仪
'shi'du'ji 湿度计
'shi'duo 事多
'shi'er'zhi'chang 十二指肠
'shi'fan'cun 示范村
'shi'fan'dian 示范点
'shi'fan'hu 示范户
'shi'fan'ji'di 示范基地
'shi'fan'qu 示范区
'shi'fan'xian 示范县
'shi'fan'xiang 示范乡
'shi'fan'yang'ban 示范样板
'shi'fei 施肥
'shi'fei'bo'zhong'ji 施肥播种机
'shi'fei'wei'zhi 施肥位置
'shi'gao 世高
'shi'gao'fen 石膏粉
'shi'gong'ji'shu'yuan 施工技术员
'shi'gu'bao'xian 事故保险
'shi'gu'hou 事故后
'shi'gu'xian 事故险
'shi'guan 试管
'shi'guan 食管
'shi'guan'miao 试管苗
'shi'hai 湿害
'shi'he'xing'ce'yan 适合性测验
'shi'hua 石画
'shi'hua'fei 施化肥
'shi'hua'qi 始花期
'shi'hui'tu 石灰土
'shi'hui'yan'tu 石灰岩土
'shi'ji 试剂
'shi'ji 石鸡
'shi'ji'shou'ru 实际收入
'shi'jia 实价
'shi'jia'wan'dou 食荚豌豆
'shi'jian 始建
'shi'jian'jie 矢尖蚧
'shi'jie'di'tu 世界地图
'shi'jie'duo'ji'hua 世界多极化
'shi'ke 十克
'shi'ke 石刻
'shi'ke'biao 时刻表
'shi'ke'li'fei'ji 施颗粒肥机
'shi'kou'xing 适口性
'shi'kuang'zhuan'bo 实况转播
'shi'li'shu 实粒数
'shi'lin 石林
'shi'lin'xian 石林县
'shi'lin'yi'zu'zi'zhi'xian 石林彝族自治县
'shi'liu 石榴
'shi'liu'he'ji 石硫合剂
'shi'liu'shu 石榴树
'shi'lu 试录
'shi'lv 失绿
'shi'mu 十亩
'shi'nan 石楠
'shi'pin'bao'cang 食品保藏
'shi'pin'yao'pin'jian'du'guan'li'ju 食品药品监督管理局
'shi'ping 时评
'shi'ping 石屏
'shi'ping'xian 石屏县
'shi'pu 食谱
'shi'qi 适期
'shi'qi'da 十七大
'shi'qu'de 市区的
'shi're 湿热
'shi'rui 石蕊
'shi'rui'shi'zhi 石蕊试纸
'shi'run'qi'hou 湿润气候
'shi'run'wen'he'qi'hou 湿润温和气候
'shi'run'yu'yang 湿润育秧
'shi'run'zhi'shu 湿润指数
'shi'shan 狮山
'shi'sheng'qi 始盛期
'shi'sheng'zhen 实生砧
'shi'shi 实时
'shi'shi'bao'gao 事实报告
'shi'shi'fang'an 实施方案
'shi'shi'wen'ti 时事问题
'shi'si'dian'fu'ni'jia 十四点负泥甲
'shi'suan 石蒜
'shi'sui'qi 始穗期
'shi'wen'bing'du'bing 蚀纹病毒病
'shi'wu 十五
'shi'wu'bu 事务部
'shi'wu'lian 食物链
'shi'xiao 实效
'shi'xiao'dui'lu 适销对路
'shi'xin'chong 食心虫
'shi'yan 石岩
'shi'yan'qu 试验区
'shi'yan'wu'cha 试验误差
'shi'yan'xiao'qu 试验小区
'shi'yan'yuan 实验员
'shi'yan'zhong'zhi 试验种植
'shi'yao 施药
'shi'ye'jiu'ji 失业救济
'shi'ye'ye'ming 蚀叶野螟
'shi'yi 十一
'shi'yi'shou 食蚁兽
'shi'yi'tu 示意图
'shi'yi'wu 十一五
'shi'yi'xing 适宜性
'shi'ying 适应
'shi'ying 实蝇
'shi'ying'neng'li 适应能力
'shi'ying'xing 适应性
'shi'ying'xing'guang 适应性广
'shi'ying'xing'qiang 适应性强
'shi'yong 食用
'shi'yong'da'huang 食用大黄
'shi'yong'jun'lei 食用菌类
'shi'yong'liang 施用量
'shi'yong'zhi'wu'you 食用植物油
'shi'yong'zuo'wu 食用作物
'shi'you 实有
'shi'you'fa'sheng 时有发生
'shi'yu'she 嗜鱼蛇
'shi'zhen 湿疹
'shi'zheng'dang'ju 市政当局
'shi'zheng'ting 市政厅
'shi'zhi'xing 实质性
'shi'zhong'xin 市中心
'shi'zhu 石竹
'shi'zhu'hua 石竹花
'shi'zhuang'tiao'pei'shi 时装调配师
'shi'zi 虱子
'shi'zi 柿子
'shi'zi'bi 狮子鼻
'shi'zi'hua'ke 十字花科
'shi'zi'kou 狮子口
'shi'zi'shan 狮子山
'shi'zi'shan'feng'jing'ming'sheng'qu 狮子山风景名胜区
'shi'zi'shu 柿子树
'shi'zong 师宗
'shi'zong'xian 师宗县
'shi'zu 施足
'shou'bao 瘦薄
'shou'bao'chu 售报处
'shou'bei 手背
'shou'dian'tong 手电筒
'shou'dong 手动
'shou'fei'gong'lu 收费公路
'shou'fen 授粉
'shou'ge'ji 收割机
'shou'ge'ji'xie 收割机械
'shou'gong 手工
'shou'gu 收菇
'shou'huo'qi 收获期
'shou'jia 收假
'shou'ke 授课
'shou'li 收礼
