'a'er'tai'gou'wa'hua 阿尔泰狗哇花
'rang'xing 让行
're'ai'lao'dong 热爱劳动
're'ai'zu'guo 热爱祖国
're'chao 热潮
're'dai 热带
're'dai'ji'feng'qi'hou 热带季风气候
're'dai'zuo'wu 热带作物
're'dian 热点
're'fu'she 热辐射
're'hai 热害
're'liang'zi'yuan 热量资源
're'nao'fei'fan 热闹非凡
're'qing'fu'wu 热情服务
're'qing'yang'yi 热情洋溢
're'qu 热区
're'shi'guang 热释光
're'shi'guang'ji'liang'ce'ding 热释光剂量测定
're'shui'tang 热水塘
're'zhu 热柱
'ren'cai'de'yin'jin 人才的引进
'ren'cai'dui'wu'jian'she 人才队伍建设
'ren'cai'gong'zuo 人才工作
'ren'cai'guan'li'zhi'du 人才管理制度
'ren'chen 壬辰
'ren'chu'yin'shui 人畜饮水
'ren'ci 人次
'ren'da'ban 人大办
'ren'da'chang'wei'hui 人大常委会
'ren'fen'niao 人粪尿
'ren'gong'jiang'yu 人工降雨
'ren'gong'qi'hou'shi 人工气候室
'ren'gong'shou'fen 人工授粉
'ren'gong'xuan'ze 人工选择
'ren'gong'zao'lin 人工造林
'ren'jiao'gu 人教股
'ren'ju'huan'jing 人居环境
'ren'jun 人均
'ren'jun'geng'di 人均耕地
'ren'jun'geng'di'shao 人均耕地少
'ren'jun'tong 壬菌铜
'ren'jun'you'liang 人均有粮
'ren'kou'bu'zu 人口不足
'ren'kou'fen'bu 人口分布
'ren'kou'guo'sheng 人口过剩
'ren'kou'ji'shu 人口基数
'ren'kou'jian'shao 人口减少
'ren'kou'li'lun 人口理论
'ren'kou'mi'du 人口密度
'ren'kou'nian'ling'jin'zi'ta 人口年龄金字塔
'ren'kou'pu'cha 人口普查
'ren'kou'pu'cha'de'biao'zhun'shi'jian 人口普查的标准时间
'ren'kou'pu'cha'xiang'mu 人口普查项目
'ren'kou'qian'yi'lv 人口迁移率
'ren'kou'tong'ji 人口统计
'ren'kou'wen'hua'jiao'yu'gou'cheng 人口文化教育构成
'ren'kou'xing'bie'gou'cheng 人口性别构成
'ren'kou'xue 人口学
'ren'kou'xue'jia 人口学家
'ren'kou'yan'jiu 人口研究
'ren'kou'zai'sheng'chan'lv 人口再生产率
'ren'kou'zeng'zhang 人口增长
'ren'kou'zeng'zhang'lv 人口增长率
'ren'kou'zeng'zhi 人口增殖
'ren'kou'zhi'liang 人口质量
'ren'kou'zhi'ye'gou'cheng 人口职业构成
'ren'kou'zong'shu 人口总数
'ren'lei'xue 人类学
'ren'lei'xue'jia 人类学家
'ren'li'zi'yuan'he'she'hui'bao'zhang'bu 人力资源和社会保障部
'ren'min'qun'zhong 人民群众
'ren'min'sheng'huo'tong'ji 人民生活统计
'ren'min'tuan'ti 人民团体
'ren'min'zheng'fu 人民政府
'ren'shen 壬申
'ren'shen'xian 人身险
'ren'shi'chu 人事处
'ren'shi'gu 人事股
'ren'shi'ju 人事局
'ren'shi'lao'dong'he'she'hui'bao'zhang'ju 人事劳动和社会保障局
'ren'shu 人数
'ren'wen'wu'deng'e 人纹污灯蛾
'ren'wu 壬午
'ren'wu'lan 任务栏
'ren'xing'dao 人行道
'ren'xing'guo'jie'heng'dao 人行过街横道
'ren'xu 壬戌
'ren'yin 壬寅
'ren'yuan 人员
'ren'yuan'gou'cheng 人员构成
'ren'zao'lin'mu'sheng'zhang'liang 人造林木生长量
'ren'zao'nai'you 人造奶油
'ren'zhen'bu'gou 认真不够
'ren'zhen'guan'che 认真贯彻
'ren'zhen'guan'che'luo'shi 认真贯彻落实
'ren'zhen'kai'zhan 认真开展
'ren'zhen'kai'zhan'diao'cha 认真开展调查
'ren'zhen'luo'shi 认真落实
'ren'zhen'xue'xi'guan'che 认真学习贯彻
'ren'zhen'zhua'hao 认真抓好
'ren'zhen'zu'zhi 认真组织
'ren'zhen'zuo'hao 认真做好
'ren'zhi'fu'she 轫致辐射
'ren'zi 壬子
'ren'zi'xing 人字形
'reng'ran'pian'gao 仍然偏高
'ri'bao'gao 日报告
'ri'ben'jin'gui'zi 日本金龟子
'ri'ben'la'jie 日本蜡蚧
'ri'ben'zhu'jia 日本蛛甲
'ri'chang'fei'yong 日常费用
'ri'cheng'biao 日程表
'ri'gong 日工
'ri'gong'zi 日工资
'ri'guang'deng 日光灯
'ri'guang'wen'shi 日光温室
'ri'ji'bu 日记簿
'ri'jiao'cha 日较差
'ri'qu'ji'lie 日趋激烈
'ri'qu'wan'shan 日趋完善
'ri'wen'bao'zhi 日文报纸
'ri'yu 日语
'ri'zhao'chong'zu 日照充足
'ri'zhao'lv 日照率
'ri'zhao'shi'shu 日照时数
'ri'zhuo'bing 日灼病
'rong'du'e 茸毒蛾
'rong'huo 荣获
'rong'ji'hui'shou 溶剂回收
'rong'jie 绒蚧
'rong'jie'yang 溶解氧
'rong'ru'guan 荣辱观
'rong'sha'jie'man 融杀蚧螨
'rong'yan 熔岩
'rong'yi 容易
'rong'yi'jie'shou'xin'zhi'shi 容易接受新知识
'rong'yu 冗余
'rong'yu'cheng'hao 荣誉称号
'rong'yuan 蝾螈
'rou'dou'kou 肉豆蔻
'rou'fan 肉贩
'rou'ge 肉鸽
'rou'hou 肉厚
'rou'ji'she 肉鸡舍
'rou'lei 肉类
'rou'nian 揉捻
'rou'nie 揉捏
'rou'niu'he'mu'cao'yan'jiu'zhong'xin 肉牛和牧草研究中心
'rou'se 肉色
'rou'tang 肉汤
'rou'tiao 肉条
'rou'yang 肉羊
'rou'zhu 肉煮
'ru'bai'deng'pao 乳白灯泡
'ru'bai'se 乳白色
'ru'bao'ye'ban'gen'fu'bing 蠕孢叶斑根腐病
'ru'cai 茹菜
'ru'cao 褥草
'ru'chong 蠕虫
'ru'dang'ji'ji'fen'zi'pei'yang'jiao'yu'zhi'du 入党积极分子培养教育制度
'ru'dang'shou'xu 入党手续
'ru'hu'lv 入户率
'ru'ji 乳剂
'ru'lei'dan'bai'duo'tang 茹类蛋白多糖
'ru'mei'you 如没有
'ru'niu'ye 乳牛业
'ru'pin'jia'gong'ye 乳品加工业
'ru'pin'ye 乳品业
'ru'qin 入侵
'ru'shen 入渗
'ru'shu'qi 乳熟期
'ru'tang'cao'zong'zi 乳糖操纵子
'ru'tou 乳头
'ru'xia 如下
'ru'xia'te'dian 如下特点
'ru'xia'tiao'zheng 如下调整
'ru'xian 乳线
'ru'you 乳油
'ru'zhi'pin 乳制品
'ru'zi 褥子
'ruan'ci'pan 软磁盘
'ruan'ci'pan'ji 软磁盘机
'ruan'fu 软腐
'ruan'fu'bing 软腐病
'ruan'hua 软化
'ruan'mi 软米
'ruan'mi'xing 软米型
'ruan'pian'he 软片盒
'ruan'she'bei 软设备
'ruan'zao'mi'hou'tao 软枣猕猴桃
'ruan'zhong'jun 阮中军
'rui'du'mei 瑞毒霉
'rui'du'mei'meng'xin 瑞毒霉锰锌
'rui'du'mei'tong 瑞毒霉铜
'rui'du'meng'xin 瑞毒锰锌
'rui'du'shuang 瑞毒霜
'rui'jian 锐减
'rui'jin'te 锐劲特
'rui'ku'mei 瑞枯霉
'rui'la'jun'su 瑞拉菌素
'rui'li 瑞丽
'rui'li'shi 瑞丽市
'rui'xiang 瑞香
'rui'xiang'lang'du'su 瑞香狼毒素
'rui'yi'gai'ge 锐意改革
'rui'yi'jin'qu 锐意进取
'rui'ze'shui'ling 瑞泽水灵
'run'dou 润豆
'run'hua'you 润滑油
'ruo'chong 若虫
'ruo'chong'qi 若虫期
'ruo'gan'guang 弱感光
'ruo'gan'guang'xing 弱感光性
'ruo'jian'xing 弱碱性
'ruo'jin 弱筋
'ruo'miao 弱苗
'ruo'suan'xing 弱酸性
'ruo'zhu 弱株
'sa'bo 撒播
'sa'bo'ji 撒播机
'sa'bu 撒布
'sa'fei'ji 撒肥机
'sa'fen'ji 撒粪机
'sa'gai 撒盖
'sa'shi 撒施
'sa'zi 撒籽
'sai'bai'jin 赛稗津
'sai'ben'long 赛苯隆
'sai'bo'kai 赛波凯
'sai'cao'an 噻草胺
'sai'cao'ping 噻草平
'sai'cao'tong 噻草酮
'sai'che 赛车
'sai'chong'an 噻虫胺
'sai'chong'lin 噻虫啉
'sai'chong'qin 噻虫嗪
'sai'chong'quan 噻虫醛
'sai'dan 赛丹
'sai'fen'huang'long 噻吩磺隆
'sai'fu'long 噻氟隆
'sai'huang'fen'long 噻磺吩隆
'sai'huang'long 噻磺隆
'sai'huang'long 噻黄隆
'sai'jie'yin 噻节因
'sai'jin'gui 鳃金龟
'sai'jing 噻井
'sai'jun'an 噻菌胺
'sai'jun'jing 噻菌腈
'sai'jun'ling 噻菌灵
'sai'jun'mao 噻菌茂
'sai'jun'tong 噻菌铜
'sai'ke'jin 赛克津
'sai'ku'zuo 噻枯唑
'sai'le'shou 赛乐收
'sai'ling'ling 赛铃灵
'sai'man'an 噻螨胺
'sai'man'chun 噻螨醇
'sai'man'te 噻螨特
'sai'man'tong 噻螨酮
'sai'man'wei 噻螨威
'sai'mei'te 赛美特
'sai'mei'tong 噻霉酮
'sai'ou'mu 赛欧姆
'sai'pao 赛跑
'sai'qin'tong 噻嗪酮
'sai'qiu'yin 鳃蚯蚓
'sai'sen'tong 噻森铜
'sai'shu'tong 噻鼠酮
'sai'song 赛松
'sai'xian'yan 腮腺炎
'sai'zuo'lin 噻唑膦
'sai'zuo'xin 噻唑锌
'san'ba 三八
'san'bao'yi'jiang 三包一奖
'san'ben'ji'yi'suan'xi 三苯基乙酸锡
'san'ben'lin 三苯磷
'san'bi 三避
'san'bi'ji'shu 三避技术
'san'cai'mie 三菜灭
'san'cha'jing 三岔箐
'san'dao'chai'hu 三岛柴胡
'san'deng'di 三等地
'san'dian'he'yi 三电合一
'san'ding'lin 三丁磷
'san'fang'ti'xi 三防体系
'san'fen'zhong 三分种
'san'fu'jia'bi'mi 三氟甲吡醚
'san'fu'lv'qing'ju'zhi 三氟氯氰菊酯
'san'fu'mi'zuo 三氟咪唑
'san'gai 三盖
'san'ge'dai'biao 三个代表
'san'hei'sui'bing 散黑穗病
'san'hua'ming 三化螟
'san'huan'xi 三环锡
'san'huan'zuo 三环唑
'san'hui'yi'ke 三会一课
'san'ji 三级
'san'ji'lian'chuang 三级联创
'san'ji'suo'you'dui'wei'ji'chu 三级所有队为基础
'san'jia'cun 三家村
'san'jiao'ban 三角板
'san'jiao'gua'dao 三角刮刀
'san'jiao'jia 三角架
'san'jiao'ye'yang 三角叶杨
'san'jiao'zhou 三角洲
'san'ju'xing'fei'huang 散居型飞蝗
'san'lin'xi 三磷锡
'san'liu'lin 三硫磷
'san'lv'sha'man'chun 三氯杀螨醇
'san'lv'yi'qing'niao'suan 三氯异氰尿酸
'san'mian 三免
'san'ming'zhi 三明治
'san'nong 三农
'san're'qi 散热器
'san'se'jin 三色堇
'san'se'xian 三色苋
'san'she'guang 散射光
'san'shi 三是
'san'shu 三熟
'san'shu'zhi 三熟制
'san'wei'nong'ye 三维农业
'san'xi 三系
'san'xi'za'zhong 三系杂种
'san'xia'xiang 三下乡
'san'xiang'zhi'du 三项制度
'san'ye'cao 三叶草
'san'yi'lin'suan'lv 三乙膦酸铝
'san'zheng 三证
'san'zhuang 伞状
'san'zuo'chun 三唑醇
'san'zuo'huan'xi 三唑环锡
'san'zuo'lin 三唑磷
'san'zuo'liu'lin 三唑硫磷
'san'zuo'tong 三唑酮
'san'zuo'tong'liu 三唑酮硫
'san'zuo'xi 三唑锡
'sang'bai'juan'bing 桑白绢病
'sang'bai'mao'chong 桑白毛虫
'sang'can 桑蚕
'sang'chi'huo 桑尺蠖
'sang'chi'xiu'bing 桑赤锈病
'sang'da'xiang'chong 桑大象虫
'sang'di'en 桑迪恩
'sang'dun'jie 桑盾蚧
'sang'fei'na 桑菲纳
'sang'fen'shi 桑粉虱
'sang'gan'ku'bing 桑干枯病
'sang'gen'jie'xian'chong'bing 桑根结线虫病
'sang'gen'ying'wen 桑根瘿蚊
'sang'guo'lv'mang'chun 桑国绿盲蝽
'sang'he'ban'bing 桑褐斑病
'sang'he'ci'e 桑褐刺蛾
'sang'hu'tian'niu 桑虎天牛
'sang'hua'ye'bing 桑花叶病
'sang'hua'ye'juan'ye'bing 桑花叶卷叶病
'sang'huang 桑蟥
'sang'huang'hua'xing'wei'suo'bing 桑黄化型萎缩病
'sang'huang'mi'ying'ye'jia 桑黄迷萤叶甲
'sang'hui'mei'bing 桑灰霉病
'sang'jian 桑茧
'sang'jian'chan'liang 桑茧产量
'sang'juan'ye'ku'bing 桑卷叶枯病
'sang'li'bai'fen'bing 桑里白粉病
'sang'mao'chong 桑毛虫
'sang'ming 桑螟
'sang'mu'shi 桑木虱
'sang'ni'gan'ku'bing 桑拟干枯病
'sang'niu'jie 桑纽蚧
'sang'ou 丧偶
'sang'shao'xiao'nang'chong 桑梢小囊虫
'sang'shen'jun'he'bing 桑椹菌核病
'sang'shi 桑虱
'sang'shu 桑树
'sang'shu'you'liang'pin'zhong 桑树优良品种
'sang'si'ye'bing'du'bing 桑丝叶病毒病
'sang'suo'e 桑蓑蛾
'sang'ta'na 桑塔纳
'sang'tan'ju'bing 桑炭疽病
'sang'tian'niu 桑天牛
'sang'wa'te 桑瓦特
'sang'wei'gun'ji'ma 桑伪棍蓟马
'sang'wei'suo'xing'wei'suo'bing 桑萎缩型萎缩病
'sang'wu'ye'bing 桑污叶病
'sang'xi'jiang'chong 桑吸浆虫
'sang'xi'jun'xing'qing'ku'bing 桑细菌性青枯病
'sang'xi'jun'xing'yi'bing 桑细菌性疫病
'sang'xiang'chong 桑象虫
'sang'xiang'jia 桑象甲
'sang'xiao'hui'xiang'chong 桑小灰象虫
'sang'ye'can 桑野蚕
'sang'ye'chan 桑叶蝉
'sang'ye'man 桑叶螨
'sang'ye'ying'wen 桑叶瘿蚊
'sang'yuan 桑园
'sang'yuan'mian'ji 桑园面积
'sang'zhe'chi'chi'huo 桑褶翅尺蠖
'sang'zhu'chong 桑蛀虫
'sang'zi'wen'yu'bing 桑紫纹羽病
'sao'fu'te 扫茀特
'sao'huang 扫荒
'sao'jun 搔菌
'sao'man'bao 扫螨宝
'sao'man'jing 扫螨净
'sao'si 缫丝
'sao'si'chang 缫丝厂
'sao'wei 扫尾
'sao'wei'gong'zuo 扫尾工作
'se'er'bao'sui'fu'bing 色二孢穗腐病
'se'la'you 色拉油
'se'you 色友
'sen'lin'bao'hu 森林保护
'sen'lin'bao'hu'tiao'li 森林保护条例
'sen'lin'fu'gai'lv 森林覆盖率
'sen'lin'huo'zai 森林火灾
'sen'lin'jing'ying 森林经营
'sen'lin'mian'ji 森林面积
'sen'lin'xu'ji'liang 森林蓄积量
'sen'lin'yong'xu'li'yong 森林永续利用
'sen'lin'zi'yuan 森林资源
'sha'bai'lin 莎稗磷
'sha'bai'ling 杀稗灵
'sha'bai'wang 杀稗王
'sha'cao'an 杀草胺
'sha'cao'dan 杀草丹
'sha'cao'jing 杀草净
'sha'cao'kuang 杀草狂
'sha'cao'long 杀草隆
'sha'cao'wei 杀草畏
'sha'che'deng 刹车灯
'sha'che'ta'ban 刹车踏板
'sha'chong 杀虫
'sha'chong'an 杀虫安
'sha'chong'dan 杀虫单
'sha'chong'dan'an 杀虫单铵
'sha'chong'deng 杀虫灯
'sha'chong'ding 杀虫钉
'sha'chong'huan 杀虫环
'sha'chong'huang 杀虫磺
'sha'chong'ji 杀虫剂
'sha'chong'ling 杀虫灵
'sha'chong'long 杀虫隆
'sha'chong'mi 杀虫脒
'sha'chong'shuang 杀虫双
'sha'chong'su 杀虫素
'sha'da'wang 沙打旺
'sha'ding'yu 沙丁鱼
'sha'du'fan 杀毒矾
'sha'du'fan 杀毒钒
'sha'duo'fu 莎多伏
'sha'gang 沙岗
'sha'jiang 砂礓
'sha'jing 杀井
'sha'jun'ji 杀菌剂
'sha'jun'ji'hun'ji 杀菌剂混剂
'sha'kai 杀开
'sha'ke 杀客
'sha'ke'er 杀克尔
'sha'kuo'jing 莎阔净
'sha'li 砂砾
'sha'ling'niao 杀铃脲
'sha'long'xi 沙隆喜
'sha'man'hun'ji 杀螨混剂
'sha'man'ji 杀螨剂
'sha'man'long 杀螨隆
'sha'man'mi 杀螨脒
'sha'man'te 杀螨特
'sha'man'wang 杀螨王
'sha'mie'ju'zhi 杀灭菊酯
'sha'ming'dan 杀螟丹
'sha'ming'gan'jun 杀螟杆菌
'sha'ming'jing 杀螟腈
'sha'ming'ju'zhi 杀螟菊酯
'sha'ming'liu'lin 杀螟硫磷
'sha'ming'song 杀螟松
'sha'ming'wei 杀螟威
'sha'mo'hua 沙漠化
'sha'na'te 杀那特
'sha'pi'lin 莎蜱磷
'sha'pu'lin 杀扑磷
'sha'rang 沙壤
'sha'rang 砂壤
'sha'rang'tu 沙壤土
'sha'rang'tu 砂壤土
'sha'sai'jing 杀噻井
'sha'shu'ji 杀鼠剂
'sha'ta'zhang 杀它仗
'sha'tian 沙田
'sha'xian'wei 杀线威
'sha'xiong'ding 杀雄啶
'sha'xiong'qin 杀雄嗪
'sha'xiong'tong 杀雄酮
'sha'yu 鲨鱼
'sha'zao 沙枣
'sha'zhou 沙洲
'shai'dou'gui'chun 筛豆龟蝽
'shai'fa 晒垡
'shai'li 筛理
'shai'tian 晒田
'shai'xuan 筛选
'shan'bei 扇贝
'shan'cha 山茶
'shan'cha'hua 山茶花
'shan'dao 钐刀
'shan'dao'huang 山稻蝗
'shan'di'qi'hou 山地气候
'shan'ding 山顶
'shan'gang 山岗
'shan'ge'shu'ju 栅格数据
'shan'guang'deng 闪光灯
'shan'guang'zhi'shi'qi 闪光指示器
'shan'guang'zhi'shu 闪光指数
'shan'he'tao'shu 山核桃树
'shan'hu'chong 珊瑚虫
'shan'hu'zhuang 珊瑚状
'shan'kou 山口
'shan'ku'mai 山苦荬
'shan'lian 钐镰
'shan'mao'ju 山毛榉
'shan'qiu 山丘
'shan'qu'nong'ye 山区农业
'shan'tian 山田
'shan'wo'ju'bai'fen'bing 山莴苣白粉病
'shan'xiu'wen 苫秀文
'shan'yang 山羊
'shan'yang'hu 山羊胡
'shan'yao 山药
'shan'you 汕优
'shan'yu 山鹬
'shan'zha 山楂
'shan'zha'chang'xiao'nang 山楂长小囊
'shan'zha'hong'zhi'zhu 山楂红蜘蛛
'shan'zha'ye'man 山楂叶螨
'shan'zhi'xue 山志学
'shan'zhu'yu 山茱萸
'shan'zhu'zi 山竹子
'shan'zui 山嘴
'shang'ban'nian 上半年
'shang'bao 上报
'shang'bao'zi'zhi'qu 上报自治区
'shang'chang 墒长
'shang'cun 上村
'shang'dian 商店
'shang'feng 伤风
'shang'feng'kou 上风口
'shang'gao 墒高
'shang'gen 伤根
'shang'gu'yun'ji 商贾云集
'shang'hai'shi'bo'hui 上海世博会
'shang'ji 上级
'shang'ji'dan'wei 上级单位
'shang'ji'dang'wei 上级党委
'shang'ji'ling'dao 上级领导
'shang'ji'nong'ye'bu'men 上级农业部门
'shang'ji'ye'wu'bu'men 上级业务部门
'shang'ji'you'guan'bu'men 上级有关部门
'shang'jiao 上缴
'shang'jie 上街
'shang'jie'bao'zhi 商界报纸
'shang'kuan 墒宽
'shang'mian 墒面
'shang'nian'mo 上年末
'shang'pin'cai'yuan 商品菜园
'shang'pin'hua 商品化
'shang'pin'jiao'yi'hui 商品交易会
'shang'pin'jiao'yi'suo 商品交易所
'shang'pin'shu'cai 商品蔬菜
'shang'pin'xing 商品性
'shang'pin'xing'hao 商品性好
'shang'pin'you'ji'fei'pin'zhong 商品有机肥品种
'shang'pin'you'ji'fei'ying'yong'qing'kuang 商品有机肥应用情况
'shang'pin'you'ji'fei'zi'yuan'qing'kuang 商品有机肥资源情况
'shang'ping 上屏
'shang'ping 墒平
'shang'qian'ren 上千人
'shang'shang'pin'you'ji'fei 商商品有机肥
'shang'shi'liu'tong 上市流通
'shang'wang'bao'xian 伤亡保险
'shang'wu'bu 商务部
'shang'wu'ju 商务局
'shang'wu'ying'yu 商务英语
'shang'xia'kai'guan'chuang 上下开关窗
'shang'xian 上限
'shang'xian'huo'dong 上线活动
'shang'xing'lie'che 上行列车
'shang'xue 商学
'shang'ya'tang 上牙膛
'shang'yang 上洋
'shang'yang'cun 上洋村
'shang'ye'qu 商业区
'shang'ye'qu'dao 商业渠道
'shang'ye'xue'xiao 商业学校
'shang'yi 上溢
'shang'yong'che 商用车
'shang'you 尚有
'shang'zhang'guo'kuai 上涨过快
'shao'fu'bing 梢腐病
'shao'gao 稍高
'shao'geng 少耕
'shao'geng'fa 少耕法
'shao'jiu 烧酒
'shao'jun 烧菌
'shao'miao 烧苗
'shao'nian'er'tong'ru'kou'bi'zhong 少年儿童入口比重
'shao'nie 少蘖
'shao'ping 烧瓶
'shao'shi 少施
'shao'tan 烧炭
'shao'xian'dui 少先队
'shao'xing'jiu 绍兴酒
'shao'yao 芍药
'shao'yao'hua 芍药花
'shao'yu 少雨
'shao'zhong 烧种
'shao'zi 苕子
'she'an'ren'yuan 涉案人员
'she'hui 社会
'she'hui'chan'pin'ping'heng'biao 社会产品平衡表
'she'hui'fu'dan'fei'yong 社会负担费用
'she'hui'fu'dan'xi'shu 社会负担系数
'she'hui'he'xie 社会和谐
'she'hui'hua'fu'wu'ti'xi 社会化服务体系
'she'hui'hua'fu'wu'ti'xi'jian'she 社会化服务体系建设
'she'hui'ji'tuan'gong'yong'xiao'fei'pin'gou'mai'li 社会集团公用消费品购买力
'she'hui'jin'bu 社会进步
'she'hui'jing'ji'tong'ji 社会经济统计
'she'hui'ke'xue 社会科学
'she'hui'lao'dong'li'zi'yuan 社会劳动力资源
'she'hui'lao'dong'li'zi'yuan'ping'heng'biao 社会劳动力资源平衡表
'she'hui'lao'dong'zhe'gou'cheng 社会劳动者构成
'she'hui'lao'dong'zhe'zong'shu 社会劳动者总数
'she'hui'lao'wu'jing'zhi 社会劳务净值
'she'hui'lao'wu'zeng'jia'zhi 社会劳务增加值
'she'hui'lao'wu'zong'zhi 社会劳务总值
'she'hui'sheng'chan'wu'zhi'xiao'hao'lv 社会生产物质消耗率
'she'hui'tong'ji'xue'pai 社会统计学派
'she'hui'wen'ding 社会稳定
'she'hui'wu'zhi'xiao'hao'zong'e 社会物质消耗总额
'she'hui'xiao'fei'pin'ling'shou'liang 社会消费品零售量
'she'hui'xiao'yi 社会效益
'she'hui'xin'wen 社会新闻
'she'hui'xue 社会学
'she'hui'zhu'yi'jing'ji 社会主义经济
'she'hui'zhu'yi'shi'chang'jing'ji 社会主义市场经济
'she'hui'zhu'yi'xin'nong'cun 社会主义新农村
'she'hui'zhu'yi'xin'nong'cun'jian'she 社会主义新农村建设
'she'hui'zong'chan'zhi 社会总产值
'she'hui'zong'cheng'ben'jing'chan'zhi'lv 社会总成本净产值率
'she'hui'zong'gong'ji'yu'she'hui'zong'xu'qiu 社会总供给与社会总需求
'she'hui'zui'chu'liu'zhuan 社会最初流转
'she'hui'zui'zhong'chan'zhi 社会最终产值
'she'hui'zui'zhong'liu'zhuan 社会最终流转
'she'ji 涉及
'she'ji'jia 设计家
'she'ji'mian'guang 涉及面广
'she'ji'tu 设计图
'she'jiao'xing'yan'hui 社交性宴会
'she'li 猞猁
'she'ma 蛇麻
'she'mi'zhi'feng 奢靡之风
'she'mi'zhi'feng'fang'mian 奢靡之风方面
'she'mu'ju 蛇目菊
'she'nong 涉农
'she'nong'fu'dan'an'jian 涉农负担案件
'she'nong'ji'shu'pei'xun'ban 涉农技术培训班
'she'nong'xiang'mu 涉农项目
'she'shi 设施
'she'shi'du 摄氏度
'she'shi'nong'ye 设施农业
'she'shi'shu'cai 设施蔬菜
'she'si'gua 蛇丝瓜
'she'ta 舌鳎
'she'xiang 设想
'she'xiang'shi'zhu 麝香石竹
'she'yan'jie 蛇眼蚧
'she'ying'ai'hao'zhe 摄影爱好者
'she'ying'ce'liang'xue 摄影测量学
'she'ying'ji 摄影机
'she'ying'peng 摄影棚
'she'ying'qi'cai 摄影器材
'she'ying'shi 摄影师
'she'ying'tui'che 摄影推车
'she'ying'xie'hui 摄影协会
'she'ying'zhan 摄影展
'shen'bao'dan'wei 申报单位
'shen'bao'shi'jian 申报时间
'shen'ceng'ci'de'pou'xi 深层次的剖析
'shen'chu 深锄
'shen'chu 神锄
'shen'du'e 肾毒蛾
'shen'fan 深翻
'shen'fan'geng 深翻耕
'shen'geng 深耕
'shen'geng'shen'song'zai'pei 深耕深松栽培
'shen'guan 深灌
'shen'guan 渗灌
'shen'hong'yi 沈泓毅
'shen'hou'di'yun 深厚底蕴
'shen'ji'shu 审计署
'shen'ji'yuan 审计员
'shen'jia'gong 深加工
'shen'jing'shuai'ruo 神经衰弱
'shen'jing'tong 神经痛
'shen'ke'bian'hua 深刻变化
'shen'keng'chi'ye'e 肾坑翅夜蛾
'shen'lai'te 什来特
'shen'lan'se 深蓝色
'shen'lou 渗漏
'shen'lou'shui 渗漏水
'shen'me'fei 什么肥
'shen'mi'zhu'yi 神秘主义
'shen'qin'mei'su 申嗪霉素
'shen'qing 申请
'shen'qing'zi'zhi'qu'bo'kuan 申请自治区拨款
'shen'ru 深入
'shen'ru'chi'jiu 深入持久
'shen'ru'ge'xiang'zhen 深入各乡镇
'shen'ru'guan'che'luo'shi 深入贯彻落实
'shen'ru'ji'ceng 深入基层
'shen'ru'ji'ceng'bu'gou 深入基层不够
'shen'ru'kai'zhan 深入开展
'shen'ru'nong'cun 深入农村
'shen'ru'xiang'cun 深入乡村
'shen'ru'xue'xi 深入学习
'shen'ru'xue'xi'shi'jian 深入学习实践
'shen'shi 深施
'shen'shi 甚是
'shen'shou 伸手
'shen'shui'dao 深水稻
'shen'tie'an 胂铁铵
'shen'tou'shen'du 渗透深度
'shen'tou'ya 渗透压
'shen'xiao'xia 沈晓霞
'shen'ze'shi'ye'man 神泽氏叶螨
'shen'zha 深扎
'shen'zhi'ji 砷制剂
'shen'zhong'geng 深中耕
'shen'zhu'fu 沈祝富
'shen'zi 深紫
'sheng'bai'guo 生白果
'sheng'ban'li 生板栗
'sheng'cha 生茶
'sheng'cha'ye'chan'ye'ban 省茶叶产业办
'sheng'cha'ye'chan'ye'ban'gong'shi 省茶叶产业办公室
'sheng'chan 圣铲
'sheng'chan 生产
'sheng'chan'an'quan 生产安全
'sheng'chan'bu'ju 生产布局
'sheng'chan'cao'zuo'gui'cheng 生产操作规程
'sheng'chan'cheng'ben'lv 生产成本率
'sheng'chan'da'dui 生产大队
'sheng'chan'de 生产的
'sheng'chan'di'yi'xian 生产第一线
'sheng'chan'dui 生产队
'sheng'chan'fa'zhan 生产发展
'sheng'chan'fei'yong 生产费用
'sheng'chan'guo'sheng 生产过剩
'sheng'chan'ji'di 生产基地
'sheng'chan'ji'di'guan'li'ren'yuan 生产基地管理人员
'sheng'chan'ji'lu 生产记录
'sheng'chan'jin'du 生产进度
'sheng'chan'jing'ying 生产经营
'sheng'chan'lv 生产率
'sheng'chan'ren'wu 生产任务
'sheng'chan'she'shi 生产设施
'sheng'chan'sheng'huo 生产生活
'sheng'chan'shi'yan'tiao'jian 生产试验条件
'sheng'chan'yi'xian 生产一线
'sheng'chan'zhe 生产者
'sheng'chan'zhi'shu 生产指数
'sheng'chan'zi'jin 生产资金
'sheng'chan'zi'jin'jing'chan'zhi'lv 生产资金净产值率
'sheng'chan'zi'liao'xiao'shou 生产资料销售
